sentence,cluster
"COMINIUS: Too modest are you; More cruel to your good report than grateful To us that give you truly: by your patience, If 'gainst yourself you be incensed, we'll put you, Like one that means his proper harm, in manacles, Then reason safely with you.",1
I told him how frustrated I was about the lack of communication.,2
This led to us waiting another 30 minutes for him to correct it.,2
"SICINIUS: Say, you chose him More after our commandment than as guided By your own true affections, and that your minds, Preoccupied with what you rather must do Than what you should, made you against the grain To voice him consul: lay the fault on us.",1
She got the order messed up and so on.,2
Just don't go hungry if you actually have tastebuds. From what I understand it 'used to be' really good homecooked food.,2
My dad and I both ordered the trout special (trout with roasted red peppers and lump crabmeat).,2
"It is cash only, and they sell the last bucket at 8, despite having lights.",2
"BRUTUS: Lay A fault on us, your tribunes; that we laboured, No impediment between, but that you must Cast your election on him.",1
"BRUTUS: Did you perceive He did solicit you in free contempt When he did need your loves, and do you think That his contempt shall not be bruising to you, When he hath power to crush?",1
"Now put your shields before your hearts, and fight With hearts more proof than shields.",1
Great little gem!,2
"Lead their successes as we wish our own, That both our powers, with smiling fronts encountering, May give you thankful sacrifice.",1
It was delicious!,2
"Sat in the back room, instead of the bar, which felt more like a restaurant, of course, with the big screen TV covering the sports of the moment. I was in the mood for dinner this time, and after a scan, decided on fried chicken and mashed potatoes with the salad bar.",2
I have never had any issues with bone loss with previous extractions so I didn't feel it was necessary.,2
"MARCIUS: I have some wounds upon me, and they smart To hear themselves remember'd.",1
"But for one to still fail so spectacularly...that takes something special! The cashier took my friends's order, then promptly ignored me.",2
"MENENIUS: What work's, my countrymen, in hand?",1
There is no grass on the range.,2
"If only I could GET there on that week day before 4... The waitress did a good job, especially since there was quite a growing crowd at lunchtime on a Saturday, and only one of her.",2
"Not to be repeated, never again!",2
COMINIUS: I shall lack voice: the deeds of Coriolanus Should not be utter'd feebly.,1
MENENIUS: It then remains That you do speak to the people.,1
"Later, I found out my health insurance doesn't pay for preventative visits.",2
"Rudolph the Red-Nosed Reindeer premiered on television December 6, 1964, and is now one of the holiday season's perennial favorites.",2
"MARCIUS: All the contagion of the south light on you, You shames of Rome!",1
"They know the corn Was not our recompense, resting well assured That ne'er did service for't: being press'd to the war, Even when the navel of the state was touch'd, They would not thread the gates.",1
"Well, the chicken was prepackaged dreck like you'd find in the freezer case of Walmart, tiny and not good, and the potatoes had that slight tinge of chem-spuds flavor, laden with some kind of chopped up green (parsley?",2
Average run of the mill store.,2
"COMINIUS: I could myself Take up a brace o' the best of them; yea, the two tribunes: But now 'tis odds beyond arithmetic; And manhood is call'd foolery, when it stands Against a falling fabric.",1
"It is a replica of the grotto at Lourdes, France where the Virgin Mary reputedly appeared to Saint Bernadette Soubirous in 1858.",0
"They also appeared to be from a freezer bag. The irony was that the boy who didn't know white meat from dark meat, was chatting with some other customers...about baseball...and he was a genius about the mindless sport of baseball.",2
"Though Marcius earned them not, and all his faults To Marcius shall be honours, though indeed In aught he merit not.",1
"Fresh ingredients, simple preparation, reasonable prices.",2
"For under $5, if I recall. HUGE portions, all well-executed; as good as DeLuca's. I've not had anything besides breakfast, so can't comment on the burger or anything else. Cramped quarters, and you'll have to wait, but when nothing but monster morning food will do, this is the destination.",2
"BRUTUS: Call't not a plot: The people cry you mock'd them, and of late, When corn was given them gratis, you repined; Scandal'd the suppliants for the people, call'd them Time-pleasers, flatterers, foes to nobleness.",1
"Also keep in mind that my wife still had not gotten the water she had been asking for, and my iced tea had been refilled with a soda (yes, believe that or not).",2
MENENIUS: On both sides more respect.,1
"The Reubens were decent, but not NY awesome.",2
If you like being greeted in the morning by a gym worker slopping down eggs from a frying pany instead of working....this is your gym....complain to the manager and she gets nasty....try getting in touch with the owner....impossible!,2
"COMINIUS: So, to our tent; Where, ere we do repose us, we will write To Rome of our success.",1
All the food is great here.,2
MENENIUS: Let's be calm.,1
"I could weep And I could laugh, I am light and heavy.",1
"Go, sound thy trumpet in the market-place; Call thither all the officers o' the town, Where they shall know our mind: away!",1
"VIRGILIA: O, no, no, no.",1
"The Italian food was amazing, but you can not leave without a dessert and be prepared for giant serving.",2
"First Senator: Speak, good Cominius: Leave nothing out for length, and make us think Rather our state's defective for requital Than we to stretch it out.",1
are you lords o' the field?,1
? My friend is well traveled and frequently stays at higher end hotels and dines at quality restaurants.,2
"Second Citizen: Amen, sir: to my poor unworthy notice, He mock'd us when he begg'd our voices.",1
"I eat there almost every time I visit, and everything I've ever ordered has been fantastic.",2
"Yay, I'm a fan of the white pizza.",2
The third and last issue I have is that i always paid cash at the end of my visits and somehow I have received an invoice for $55.,2
"BRUTUS: Say, you ne'er had done't-- Harp on that still--but by our putting on; And presently, when you have drawn your number, Repair to the Capitol.",1
The items were done in a timely manner.,2
"I didn't know any better, so I agreed to schedule the extraction for a few weeks later.",2
Francesco and his two followers.,1
"CORIOLANUS: To brag unto them, thus I did, and thus; Show them the unaching scars which I should hide, As if I had received them for the hire Of their breath only!",1
"I completely understand that waiting on the permit is not their fault, but why no communication about it?",2
"My first time going to Barb's Country Junction and I really wanted to like this place, I really did...however, I didn't. The food was decent, some was above average and some below but it was overall decent.",2
"All: Welcome to Rome, renowned Coriolanus!",1
"SICINIUS: When we were chosen tribunes for the people,-- BRUTUS: Mark'd you his lip and eyes?",1
"Fantastic wings that are crispy and delicious, wing night on Tuesday and Thursday!",2
"I asked what chicken pieces came in the dinner, and asked if it was possible to only get dark meat.",2
Finally I called and left messages.,2
I was told that part of the tooth had broken off and that a crown was no longer possible.,2
"Decent mats, clean balls and accessible hours.",2
"90% of the time when you call the office, they'll put you through to a voice mail, that NO ONE ever answers or returns your call.",2
SICINIUS: Especially in pride.,1
I will not be going back nor will I have nice things to say about them.,2
"But apparently, mama has left the kitchen.",2
"MARCIUS: O, let me clip ye In arms as sound as when I woo'd, in heart As merry as when our nuptial day was done, And tapers burn'd to bedward!",1
We took it home & it was so bad I didn't even eat my leftovers.,2
"CORIOLANUS: Though there the people had more absolute power, I say, they nourish'd disobedience, fed The ruin of the state.",1
"Both Citizens: The gods give you joy, sir, heartily!",1
"A certain number, Though thanks to all, must I select from all: the rest Shall bear the business in some other fight, As cause will be obey'd.",1
Food unremarkable.,2
First Senator: To unbuild the city and to lay all flat.,1
"Begun as a one-page journal in September 1876, the Scholastic magazine is issued twice monthly and claims to be the oldest continuous collegiate publication in the United States.",3
If you want smth quick and it is late at night then i would say Denny's!,2
"VIRGILIA: Yes, certain, there's a letter for you; I saw't.",1
"First Citizen: I say unto you, what he hath done famously, he did it to that end: though soft-conscienced men can be content to say it was for his country he did it to please his mother and to be partly proud; which he is, even till the altitude of his virtue.",1
"And to make matters even worse, his office staff is incompetent.",2
"A little too thick on the bread, but overall, tasty and definitely filling.",2
"VOLUMNIA: Nay,'tis true.",1
I was originally told it would take 30 mins.,2
"What would you have, you curs, That like nor peace nor war?",1
"In addition, the office staff said the onus is on me to make sure my insurance covers visits.",2
The worst part though was the thick doughy crust that tasted more like a fishy sourdough roll.,2
"MENENIUS: Either you must Confess yourselves wondrous malicious, Or be accused of folly.",1
"CORIOLANUS: Whoever gave that counsel, to give forth The corn o' the storehouse gratis, as 'twas used Sometime in Greece,-- MENENIUS: Well, well, no more of that.",1
She is honest and never trys to sell you a bunch a stuff that you dont need.,2
"MENENIUS: This is strange now: do you two know how you are censured here in the city, I mean of us o' the right-hand file?",1
"We were celebrating 2 birthdays. We LOVED the food, it was delicious.",2
He that depends Upon your favours swims with fins of lead And hews down oaks with rushes.,1
"It is a replica of the grotto at Lourdes, France where the Virgin Mary reputedly appeared to Saint Bernadette Soubirous in 1858.",0
"BRUTUS: Why, shall the people give One that speaks thus their voice?",1
Very thorough and wants to be kept in the loop on every aspect of your medical health and your life.,2
Fast and friendly service.,2
"Who deserves greatness Deserves your hate; and your affections are A sick man's appetite, who desires most that Which would increase his evil.",1
"At the end of the main drive (and in a direct line that connects through 3 statues and the Gold Dome), is a simple, modern stone statue of Mary.",0
I swear this guy must have just looked at the menu for the first time a few minutes ago. But it wasn't just the knowledge of the menu.,2
"I find it strange they don't keep their phone number in service with a recording and that they didn't cover the course up to protect it from weather, vandalism, etc.",2
The last (and final) time I ordered here I just so happened to be picking up my order while a health inspector from allegheny county health department was making his rounds.,2
Have you not set them on?,2
"MARCIUS: I do beseech you, By all the battles wherein we have fought, By the blood we have shed together, by the vows We have made to endure friends, that you directly Set me against Aufidius and his Antiates; And that you not delay the present, but, Filling the air with swords advanced and darts, We prove this very hour.",1
I have contacted the BBB and a lawyer.,2
"Being i' the war Their mutinies and revolts, wherein they show'd Most valour, spoke not for them: the accusation Which they have often made against the senate, All cause unborn, could never be the motive Of our so frank donation.",1
He takes his business very seriously.,2
"speak, I pray you.",1
An extraction on the tooth that just had a root canal.,2
"MENENIUS: Our very priests must become mockers, if they shall encounter such ridiculous subjects as you are.",1
"If we and Caius Marcius chance to meet, 'Tis sworn between us we shall ever strike Till one can do no more.",1
They caused a very large deformity in my jaw and I am at risk to lose additional teeth.,2
"First Officer: No more of him; he is a worthy man: make way, they are coming.",1
"First Senator: No, nor a man that fears you less than he, That's lesser than a little.",1
I was literally ganging from all the blood running down the back of my throat.,2
MARCIUS: How lies their battle?,1
"SICINIUS: Thus to have said, As you were fore-advised, had touch'd his spirit And tried his inclination; from him pluck'd Either his gracious promise, which you might, As cause had call'd you up, have held him to Or else it would have gall'd his surly nature, Which easily endures not article Tying him to aught; so putting him to rage, You should have ta'en the advantage of his choler And pass'd him unelected.",1
"I prithee, noble friend, home to thy house; Leave us to cure this cause.",1
VALERIA: How do you both?,1
It's actually pretty funny if you're not a) hungry or b) thirsty.,2
"At that point, realizing that the only food to be had in the place was what was crusted on the menus, we asked to pay for our drinks and left.",2
I took this for silver.,1
Go you to the city; Learn how 'tis held; and what they are that must Be hostages for Rome.,1
"ay, I warrant you, and not without his true purchasing.",2
Pain severe enough that I had to call off work and I couldn't sleep at night.,2
"First Senator: Marcius, 'tis true that you have lately told us; The Volsces are in arms.",1
"The other magazine, The Juggler, is released twice a year and focuses on student literature and artwork.",3
"MENENIUS: 'Though all at once cannot See what I do deliver out to each, Yet I can make my audit up, that all From me do back receive the flour of all, And leave me but the bran.'",1
"God-den to your worships: more of your conversation would infect my brain, being the herdsmen of the beastly plebeians: I will be bold to take my leave of you.",1
"You are three That Rome should dote on: yet, by the faith of men, We have some old crab-trees here at home that will not Be grafted to your relish.",1
Did I mention that?,2
"Okay, so hopefully you haven't been enjoying happy hour @ Riley's Pour House before you read this or you might not be able to follow the lilting Irish owners.",2
"Mind you, this was the end of May we met with him.",1
"'Tis thought That Marcius shall be consul: I have seen the dumb men throng to see him and The blind to bear him speak: matrons flung gloves, Ladies and maids their scarfs and handkerchers, Upon him as he pass'd: the nobles bended, As to Jove's statue, and the commons made A shower and thunder with their caps and shouts: I never saw the like.",1
If it were up to me I would have never returned.,2
"MENENIUS: Because you talk of pride now,--will you not be angry?",1
Huge sandwich!,2
"CORIOLANUS: No, sir: yet oft, When blows have made me stay, I fled from words.",1
